,ccode,cname,ccode_qog,cname_qog,ccodealp,version,bmr_dem,bmr_dembr,bmr_demdur,bmr_demfsuf,bmr_demtran,egov_egov,egov_epar,egov_hci,egov_osi,egov_tii,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_pair,fh_ppp,fh_pr,fh_rol,fh_status,fhp_mcei5,fhp_mclr5,fhp_mcpp5,fhp_score5,fhp_status5,gendip_afr,gendip_afrp,gendip_afs,gendip_afsp,gendip_mar,gendip_mas,gendip_mfr,gendip_mfrp,gendip_mfs,gendip_mfsp,gendip_nar,gendip_nas,gendip_nfr,gendip_nfs,gendip_nfsp,gendip_rec,gendip_send,ht_colonial,ht_region,ipu_l_s,ipu_l_sw,ipu_l_w,jht_ccc,jht_ccd,nrmi_nrpi,une_oaepe,une_oeace,une_oeals,une_oeapsnt,une_oeaus,une_tdurce,une_tdurls,une_tdurpsnt,une_tdurused,wbgi_pve,wbgi_pvn,wbgi_pvs,wbgi_vae,wbgi_van,wbgi_vas,wdi_acel,wdi_acelu,wdi_agedr,wdi_area,wdi_birth,wdi_death,wdi_forest,wdi_migration,wdi_mobile,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_popf,wdi_popgr,wdi_poprul,wdi_popurb,wdi_popurbagr,wdi_tele,wdi_wip,target_death,target_case
177,792,Turkey,792,Turkey,TUR,QoGStdCSjan23,0,2,4,0,0,0.77179998,0.89289999,0.82870001,0.85879999,0.62800002,3,6,5,5,3,5,8,5,3,3,16,27,33,76,3,14,13,45.0,25.0,103,130.0,12,12,31.0,24.0,5,49.0,2,14.0,29.0,108,179.0,0,3,596.0,17.5,104.0,2208652.0,20881.0,1.1221524477005,6.0,6.0,10.0,0.0,14.0,4.0,4.0,0.0,4.0,-1.3717276,8,0.22715022,-0.83426094,12,0.12333244,100.0,100.0,46.74185943603516,769630.0,15.5939998626709,5.084000110626221,28.66878890991211,-218341.0,96.77677154541016,83481680.0,23.90228843688965,68.14688110351562,7.950830459594727,108.4698944091797,49.84893798828125,0.8086832165718079,24.3700008392334,75.62999725341797,1.45469081401825,13.81488990783691,17.44966506958008,0.0002501267343925038,0.02645672679323176
180,800,Uganda,800,Uganda,UGA,QoGStdCSjan23,0,1,35,0,0,0.4499,0.57139999,0.5395,0.58240002,0.2278,4,5,3,8,3,7,5,6,4,3,15,18,25,58,2,10,16,29.0,33.0,30,29.0,3,10,12.0,41.0,32,60.0,7,17.0,28.0,62,89.0,5,4,459.0,34.90000152587891,160.0,35216.0,251.0,95.19498443603516,6.0,6.0,13.0,19.0,17.0,7.0,4.0,2.0,2.0,-0.69121736,7,0.23301464,-0.6447376,14,0.11776678,41.29999923706055,70.80000305175781,91.74020385742188,200520.0,37.66699981689453,5.822999954223633,11.86490154266357,107203.0,59.12932968139648,42949080.0,46.20072937011719,52.15390396118164,1.645365834236145,214.1885070800781,50.54235076904297,3.395090579986572,75.63899993896484,24.36100006103516,5.834181785583496,0.1995618939399719,34.8583869934082,5.844129839335324e-06,0.0008199477148288158
181,804,Ukraine,804,Ukraine,UKR,QoGStdCSjan23,1,0,29,1,0,0.7119,0.80949998,0.85909998,0.68239999,0.59420002,7,3,9,11,6,10,12,3,7,2,15,13,25,53,2,13,17,7.0,5.0,59,68.0,11,19,5.0,7.0,16,83.0,2,2.0,2.0,75,151.0,0,1,424.0,20.5,87.0,1086997.0,19281.0,23.78786659240723,6.0,6.0,10.0,0.0,15.0,4.0,5.0,0.0,2.0,-1.4235759,8,0.22715022,0.023895197,12,0.12170824,100.0,100.0,47.75786590576172,579400.0,8.100000381469727,14.69999980926514,16.71384239196777,-7812.0,130.6294403076172,44386204.0,15.40127754211426,67.67829132080078,16.92043113708496,76.60718536376953,53.67527770996094,-0.530994176864624,30.52700042724609,69.4729995727539,-0.3566743433475494,9.96339988708496,20.51886749267578,0.00043439173126857164,0.02448952381690491
182,807,North Macedonia,807,North Macedonia,MKD,QoGStdCSjan23,1,0,29,1,0,0.70829999,0.83329999,0.73949999,0.74119997,0.64420003,8,3,7,12,6,10,11,3,9,2,20,19,25,64,3,19,35,10.0,24.0,27,22.0,8,30,5.0,23.0,27,19.0,11,5.0,26.0,54,41.0,0,1,120.0,39.20000076293945,47.0,83329.0,2503.0,51.36221313476563,6.0,6.0,11.0,19.0,15.0,5.0,4.0,1.0,4.0,0.0043563372,6,0.24134798,-0.01852526,10,0.12544839,100.0,100.0,43.83798599243164,25220.0,9.600000381469728,9.800000190734863,39.71015167236328,-987.0,90.86344146728516,2076694.0,16.22450065612793,69.52266693115234,14.25283432006836,82.3431396484375,50.11593246459961,0.0229718387126923,41.79199981689453,58.20800018310547,0.4447326064109802,18.94137573242188,39.16666793823242,0.0012052810861879508,0.04012579609706582
183,818,Egypt,818,Egypt,EGY,QoGStdCSjan23,0,0,98,0,0,0.55269998,0.51190001,0.61919999,0.57059997,0.46830001,1,6,2,4,2,6,3,6,3,3,17,26,34,77,3,9,8,10.0,6.0,105,119.0,9,9,9.0,8.0,4,47.0,0,1.0,2.0,109,166.0,5,3,596.0,14.89999961853027,89.0,138062.0,7631.0,75.42101287841797,6.0,6.0,12.0,18.0,15.0,6.0,3.0,2.0,3.0,-1.1141919,7,0.23301464,-1.4444568,12,0.11824653,100.0,100.0,61.21877288818359,995450.0,23.56800079345703,5.580999851226807,0.0451855957508087,-59715.0,90.26837921142578,105618672.0,33.34484100341797,62.02751541137695,4.627644538879395,106.101432800293,49.41291809082031,1.794002175331116,57.27000045776367,42.72999954223633,1.854868173599243,8.294401168823242,14.93288612365723,7.225048237682821e-05,0.0013071741708700901
184,826,United Kingdom of Great Britain and Northern Ireland (the),826,United Kingdom,GBR,QoGStdCSjan23,1,0,135,1,0,0.93580002,0.97619998,0.92919999,0.95880002,0.91949999,12,1,12,14,11,15,16,1,14,1,7,9,9,25,1,39,23,68.0,36.0,160,157.0,37,23,53.0,34.0,6,32.0,2,15.0,47.0,166,189.0,0,5,650.0,32.0,208.0,2496187.0,95107.0,98.36346435546876,5.0,5.0,11.0,0.0,14.0,6.0,3.0,0.0,4.0,0.53973186,9,0.20948239,1.2613555,12,0.11926658,100.0,100.0,57.24454879760742,241930.0,10.69999980926514,9.0,13.15256500244141,221179.0,120.8484878540039,66836328.0,17.87408828735352,63.59521102905273,18.53070259094238,276.2630920410156,50.62485122680664,0.5641311407089233,16.34799957275391,83.6520004272461,0.8682308793067932,49.03961944580078,32.0,0.0014229836205244548,0.037347757943853525
185,834,"Tanzania, the United Republic of",834,Tanzania,TZA,QoGStdCSjan23,0,0,59,0,0,0.4206,0.55949998,0.4659,0.55290002,0.243,4,5,6,7,5,7,6,5,5,2,15,21,22,58,2,14,22,8.0,7.0,39,28.0,9,23,4.0,14.0,24,86.0,5,4.0,5.0,63,114.0,5,4,393.0,36.90000152587891,145.0,509.0,21.0,99.324951171875,7.0,7.0,14.0,20.0,18.0,7.0,4.0,2.0,2.0,-0.37352419,7,0.23301464,-0.51721007,14,0.11776678,37.65968704223633,70.12944030761719,89.63348388671875,885800.0,37.11299896240234,6.01200008392334,52.17204666137695,-64819.0,79.64452362060547,59872580.0,44.14619064331055,52.73330307006836,3.120505332946777,67.5915298461914,50.62274169921875,3.021746158599854,65.5,34.5,5.142631053924561,0.127417266368866,36.89567565917969,3.5074486517868445e-07,8.501387446473829e-06
186,840,United States of America (the),840,United States,USA,QoGStdCSjan23,1,0,220,1,0,0.92970002,1.0,0.92390001,0.94709998,0.91820002,11,1,10,16,9,15,14,2,11,1,5,6,12,23,1,29,16,49.0,31.0,181,137.0,29,16,39.0,28.0,0,22.0,0,10.0,45.0,181,159.0,0,5,431.0,23.39999961853027,101.0,20217292.0,350555.0,53.7925910949707,6.0,6.0,12.0,18.0,15.0,6.0,3.0,1.0,3.0,0.1349753,9,0.20948239,0.90377581,12,0.13205521,100.0,100.0,52.73635101318359,9147420.0,11.39999961853027,8.699999809265137,33.86692810058594,1158444.0,106.4140167236328,328329952.0,18.73590087890625,65.47229766845703,15.7918004989624,35.8931770324707,50.43700790405273,0.4553812742233276,17.54100036621094,82.45899963378906,0.7018677592277527,31.8351001739502,23.43387413024902,0.0010676911986391056,0.06157614276994138
187,854,Burkina Faso,854,Burkina Faso,BFA,QoGStdCSjan23,1,0,4,1,0,0.3558,0.51190001,0.2911,0.46470001,0.31169999,8,4,7,11,6,8,10,4,6,2,13,16,12,41,2,11,28,13.0,26.0,16,26.0,3,19,5.0,19.0,24,24.0,8,8.0,33.0,40,50.0,6,4,127.0,13.39999961853027,17.0,6707.0,85.0,87.19205474853516,6.0,6.0,12.0,19.0,16.0,6.0,4.0,1.0,3.0,-1.3023865,7,0.23301464,-0.20246647,14,0.11776678,18.37485504150391,64.43108367919922,89.76688385009766,273600.0,36.68899917602539,8.75,22.90350914001465,-25277.0,97.19768524169922,20951640.0,44.73849868774414,52.69623184204102,2.565269470214844,76.57762908935547,50.21267318725586,2.703875541687012,70.0199966430664,29.97999954223633,4.80040454864502,0.3593561351299286,13.38582706451416,4.05696165073474e-06,0.0003201181387232694
188,858,Uruguay,858,Uruguay,URY,QoGStdCSjan23,1,2,35,1,0,0.85000002,0.85710001,0.85140002,0.84119999,0.8574,12,1,12,16,12,15,16,1,15,1,8,6,10,24,1,18,19,5.0,11.0,40,29.0,6,15,3.0,10.0,53,18.0,12,2.0,11.0,93,47.0,2,2,99.0,19.20000076293945,19.0,19119.0,181.0,19.18540954589844,6.0,4.0,12.0,0.0,15.0,6.0,3.0,0.0,3.0,1.0388792,7,0.23301464,1.226977,12,0.12353439,99.90000152587892,99.90000152587892,54.64662551879883,175020.0,10.82199954986572,10.05700016021729,11.48440170288086,-2902.0,132.0241394042969,3428409.0,20.16969299316406,64.66355895996094,15.16674613952637,19.58867073059082,51.60591888427734,0.0398806743323803,4.573999881744385,95.4260025024414,0.1363567709922791,33.99166488647461,19.19191932678223,5.279416779036574e-05,0.005576639193281782
189,860,Uzbekistan,860,Uzbekistan,UZB,QoGStdCSjan23,0,0,29,0,0,0.66649997,0.80949998,0.74339998,0.78240001,0.4736,1,6,1,2,1,4,0,7,1,3,28,30,37,95,3,6,10,0.0,0.0,36,34.0,3,8,0.0,0.0,24,4.0,3,0.0,0.0,60,38.0,0,1,150.0,16.0,24.0,77060.0,614.0,19.23572158813477,7.0,7.0,11.0,0.0,16.0,4.0,5.0,0.0,3.0,-0.28481969,6,0.24134798,-1.6531138,9,0.12568696,100.0,100.0,51.90894317626953,440555.0,24.29999923706055,4.599999904632568,8.316373825073242,-69397.0,101.2222213745117,33580352.0,29.41644096374512,65.82891082763672,4.754650115966797,76.22283172607422,49.97924423217773,1.87647020816803,49.56700134277344,50.43299865722656,1.787284135818481,10.77513313293457,16.0,1.8284501603794982e-05,0.002294794289231989
190,862,Venezuela (Bolivarian Republic of),862,Venezuela,VEN,QoGStdCSjan23,0,1,15,0,0,0.52679998,0.23810001,0.78070003,0.31760001,0.48199999,2,6,0,6,0,5,2,7,1,3,24,26,31,81,3,6,11,29.0,19.0,36,90.0,3,8,17.0,19.0,19,59.0,3,12.0,20.0,55,149.0,2,2,167.0,22.20000076293945,37.0,113558.0,1028.0,100.0,6.0,0.0,12.0,0.0,15.0,6.0,3.0,0.0,2.0,-1.5367777,9,0.20948239,-1.4304402,14,0.11971944,99.97681427001952,100.0,56.80548095703125,882050.0,16.88800048828125,7.017000198364258,52.45960998535156,-976460.0,63.77342987060547,28971684.0,28.60415840148926,63.77328109741211,7.622560024261475,32.84585189819336,50.41409301757813,-2.904995679855347,11.76000022888184,88.23999786376953,-2.868724822998047,18.4708366394043,22.15568923950195,3.54829218764087e-05,0.003919620274748268
192,887,Yemen,887,Yemen,YEM,QoGStdCSjan23,0,0,30,0,0,0.30450001,0.30950001,0.41420001,0.32350001,0.17569999,3,6,0,3,0,2,1,7,2,3,23,26,36,85,3,0,0,7.0,21.0,12,18.0,0,0,4.0,22.0,24,15.0,0,3.0,20.0,36,33.0,5,3,301.0,0.300000011920929,1.0,2099.0,610.0,2.997251510620117,6.0,6.0,12.0,0.0,15.0,6.0,3.0,0.0,3.0,-2.7708304,5,0.24445687,-1.7809349,8,0.13255724,72.7510757446289,93.07095336914064,76.1809310913086,527970.0,31.77799987792969,6.415999889373779,1.039831757545471,-39769.0,48.30300521850586,31546692.0,40.50343704223633,56.75983047485352,2.736732244491577,59.75091552734375,49.42868041992188,2.426208019256592,62.72700119018555,37.27299880981445,4.133612632751465,3.930681705474854,0.3322259187698364,1.9336417269994584e-05,6.653629483560431e-05
193,894,Zambia,894,Zambia,ZMB,QoGStdCSjan23,1,0,12,1,0,0.4242,0.30950001,0.67449999,0.2588,0.33939999,7,4,6,9,6,8,10,4,8,2,20,19,24,63,3,18,28,17.0,31.0,35,32.0,11,31,9.0,28.0,29,22.0,7,8.0,36.0,64,54.0,5,4,167.0,18.0,30.0,20725.0,388.0,100.0,7.0,7.0,14.0,19.0,16.0,7.0,2.0,2.0,3.0,-0.11384686,6,0.23854543,-0.30964339,12,0.12081306,43.0,79.46210479736328,84.54315185546875,743390.0,35.46200180053711,6.571000099182129,60.53651428222656,18019.0,93.68966674804688,18380476.0,44.09990310668945,54.18787002563477,1.71222710609436,24.7252140045166,50.67375946044922,3.007618188858032,55.92800140380859,44.07199859619141,4.265727996826172,0.5262050628662109,17.96407127380371,2.1109355383397034e-05,0.0011275551296930505
