,ccode,cname,ccode_qog,cname_qog,ccodealp,version,bmr_dem,bmr_dembr,bmr_demdur,bmr_demfsuf,bmr_demtran,egov_egov,egov_epar,egov_hci,egov_osi,egov_tii,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_pair,fh_ppp,fh_pr,fh_rol,fh_status,fhp_mcei5,fhp_mclr5,fhp_mcpp5,fhp_score5,fhp_status5,gendip_afr,gendip_afrp,gendip_afs,gendip_afsp,gendip_mar,gendip_mas,gendip_mfr,gendip_mfrp,gendip_mfs,gendip_mfsp,gendip_nar,gendip_nas,gendip_nfr,gendip_nfs,gendip_nfsp,gendip_rec,gendip_send,ht_colonial,ht_region,ipu_l_s,ipu_l_sw,ipu_l_w,jht_ccc,jht_ccd,nrmi_nrpi,une_oaepe,une_oeace,une_oeals,une_oeapsnt,une_oeaus,une_tdurce,une_tdurls,une_tdurpsnt,une_tdurused,wbgi_pve,wbgi_pvn,wbgi_pvs,wbgi_vae,wbgi_van,wbgi_vas,wdi_acel,wdi_acelu,wdi_agedr,wdi_area,wdi_birth,wdi_death,wdi_forest,wdi_migration,wdi_mobile,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_popf,wdi_popgr,wdi_poprul,wdi_popurb,wdi_popurbagr,wdi_tele,wdi_wip,target_death,target_case
107,470,Malta,470,Malta,MLT,QoGStdCSjan23,1,0,56,1,0,0.85470003,0.83329999,0.829,0.8118,0.92320001,12,1,12,14,9,14,14,2,15,1,9,5,9,23,1,20,29,10.0,12.0,16,53.0,5,31,7.0,13.0,54,33.0,15,3.0,9.0,70,86.0,0,5,67.0,14.89999961853027,10.0,12774.0,219.0,100.0,5.0,5.0,11.0,18.0,14.0,6.0,3.0,2.0,4.0,1.0245833,6,0.23851493,1.0816687,6,0.15608929,100.0,100.0,47.31892013549805,320.0,8.600000381469727,7.300000190734863,1.4375,11247.0,125.9617080688477,504062.0,13.29495906829834,67.8798828125,18.82515907287598,1575.193725585938,48.44778442382813,3.931356430053711,5.322000026702881,94.6780014038086,4.001157760620117,50.99695587158203,14.92537307739258,0.0004344703627728335,0.02534212061214692
108,478,Mauritania,478,Mauritania,MRT,QoGStdCSjan23,0,0,60,0,0,0.28200001,0.095200002,0.35749999,0.1,0.38859999,4,5,6,9,4,4,3,5,4,2,16,17,20,53,2,8,19,2.0,6.0,14,12.0,1,7,1.0,8.0,28,23.0,7,1.0,4.0,42,35.0,6,4,153.0,20.29999923706055,31.0,14364.0,347.0,3.565347909927368,6.0,6.0,12.0,0.0,16.0,6.0,4.0,0.0,3.0,-0.56876057,5,0.24747567,-0.8003636,10,0.1279148,45.83003234863281,86.21941375732422,85.40153503417969,1030700.0,33.72299957275391,7.002999782562256,0.3088192343711853,-3018.0,107.4581069946289,4383849.0,42.72289657592773,53.93699264526367,3.340113162994385,4.253273487091064,51.06742858886719,2.614654779434204,45.49300003051758,54.50699996948242,4.158421039581299,1.411043405532837,20.26143836975098,7.915418619573804e-05,0.0032765727104195424
109,480,Mauritius,480,Mauritius,MUS,QoGStdCSjan23,1,0,52,1,0,0.71960002,0.64289999,0.79110003,0.69999999,0.66769999,12,2,12,15,10,12,15,1,13,1,13,6,10,29,1,10,22,2.0,6.0,11,16.0,3,27,1.0,6.0,35,18.0,7,1.0,6.0,46,34.0,5,4,70.0,20.0,14.0,527.0,10.0,27.78363800048828,5.0,5.0,11.0,18.0,14.0,6.0,3.0,1.0,4.0,0.80927551,5,0.24747567,0.75410944,11,0.1274209,100.0,100.0,40.42107009887695,2030.0,10.19999980926514,8.800000190734863,19.07881736755371,-1034.0,143.9967803955078,1265711.0,17.50009155273438,71.21441650390625,11.28549480438232,623.5029296875,50.58749008178711,0.0322400443255901,59.23400115966797,40.76599884033203,-0.0339102931320667,35.38590240478516,20.0,7.900697710614824e-06,0.00041636676934940123
110,484,Mexico,484,Mexico,MEX,QoGStdCSjan23,1,0,20,1,0,0.72909999,0.82139999,0.77270001,0.82349998,0.59100002,7,3,9,13,5,10,13,3,5,2,14,19,31,64,3,20,19,26.0,25.0,83,76.0,15,18,19.0,25.0,25,29.0,5,7.0,24.0,108,105.0,2,2,500.0,48.20000076293945,241.0,1426094.0,125807.0,80.34497833251953,6.0,4.0,12.0,0.0,15.0,6.0,3.0,0.0,3.0,-0.83690351,9,0.20948239,0.0078193648,15,0.11956792,99.59999847412108,99.93105316162108,50.64740753173828,1943950.0,15.71000003814697,6.931000232696533,33.85881805419922,-47764.0,97.5615692138672,125085312.0,25.7379264831543,66.38016510009766,7.881906509399414,64.345947265625,51.08360290527344,0.8602650761604309,19.55599975585938,80.44400024414062,1.218921303749084,18.13018035888672,48.20000076293945,0.0010057695662940825,0.011400970882976253
111,492,Monaco,492,Monaco,MCO,QoGStdCSjan23,1,0,26,1,0,0.7177,0.36899999,0.81870002,0.47060001,0.86390001,12,1,8,16,8,15,10,3,14,1,7,3,6,16,1,15,22,16.0,57.0,4,15.0,1,25,9.0,60.0,64,13.0,14,7.0,54.0,68,28.0,0,5,24.0,33.29999923706055,8.0,875.0,3.0,100.0,6.0,6.0,11.0,18.0,15.0,5.0,4.0,1.0,3.0,1.5793695,2,0.39208743,0.65801626,1,0.23237503,100.0,100.0,92.5544662475586,2.026999950408936,5.900000095367432,6.599999904632568,0.0,416.0,91.22158050537108,37034.0,12.44532012939453,51.93335723876953,35.62132263183594,18270.349609375,51.00718307495117,0.0135020185261965,0.0,100.0,0.0135020185261965,119.1310653686523,33.33333206176758,8.100664254468867e-05,0.023626937408867527
112,496,Mongolia,496,Mongolia,MNG,QoGStdCSjan23,1,0,30,1,0,0.64969999,0.60710001,0.80629998,0.52939999,0.6135,11,2,11,14,9,12,16,1,11,1,12,13,12,37,2,5,8,9.0,16.0,23,29.0,2,9,3.0,10.0,39,29.0,3,6.0,21.0,62,58.0,0,6,75.0,17.29999923706055,13.0,1195.0,1.0,77.06669616699219,6.0,6.0,11.0,18.0,15.0,5.0,4.0,2.0,3.0,0.63437873,8,0.22715022,0.32374763,12,0.12333244,97.22991180419922,99.68609619140624,55.93619537353516,1557258.0,23.29199981689453,5.499000072479248,9.101824760437012,10664.0,136.7057952880859,3232430.0,31.74805450439453,64.1288070678711,4.1231369972229,2.075718879699707,50.31307601928711,2.139997005462646,31.45700073242188,68.54299926757812,2.283036470413208,10.86987209320068,17.33333396911621,3.093647812945679e-07,0.0003696909136470086
113,498,Moldova (the Republic of),498,Moldova,MDA,QoGStdCSjan23,1,0,29,1,0,0.68809998,0.76190001,0.7432,0.7529,0.56830001,8,4,9,11,5,9,12,3,6,2,18,17,21,56,2,7,12,10.0,17.0,23,30.0,4,17,9.0,30.0,36,30.0,3,1.0,3.0,59,60.0,0,1,101.0,25.70000076293945,26.0,144818.0,2985.0,20.87786674499512,7.0,7.0,11.0,18.0,16.0,4.0,5.0,1.0,2.0,-0.39323989,7,0.23301464,-0.099997289,11,0.12097272,100.0,100.0,48.10278701782227,32885.8984375,12.89400005340576,13.08899974822998,11.75275707244873,-28328.0,116.219856262207,2664224.0,19.47590446472168,67.52068328857422,13.00341415405273,92.75609588623048,52.46627044677734,-1.600316524505615,57.27399826049805,42.72600173950195,-1.373098373413086,34.45946502685547,25.74257469177246,0.0011204012875794228,0.05435654059118152
114,499,Montenegro,499,Montenegro,MNE,QoGStdCSjan23,1,0,14,1,0,0.70060003,0.54759997,0.82389998,0.54119998,0.73659998,9,3,8,11,5,11,9,4,9,2,12,13,19,44,2,22,27,8.0,13.0,27,30.0,7,26,5.0,17.0,54,31.0,15,3.0,10.0,81,61.0,0,1,81.0,28.39999961853027,23.0,48247.0,682.0,46.75323867797852,6.0,6.0,11.0,19.0,15.0,5.0,4.0,2.0,4.0,0.067673579,4,0.25413197,0.02478336,8,0.13506885,100.0,100.0,51.07814407348633,13450.0,11.60000038146973,10.60000038146973,61.48698806762695,-1636.0,182.5833282470703,622028.0,18.21831130981445,66.19093322753906,15.59075546264648,46.2474365234375,51.23969650268555,-0.0319870114326477,32.84999847412109,67.1500015258789,0.4710713028907776,29.85028457641602,28.39506149291992,0.0010964136662658273,0.07756403248728352
115,504,Morocco,504,Morocco,MAR,QoGStdCSjan23,0,0,64,0,0,0.5729,0.51190001,0.61519998,0.52350003,0.57999998,5,5,5,7,3,7,5,5,5,2,18,23,25,66,3,20,23,20.0,18.0,68,92.0,18,26,17.0,18.0,20,19.0,2,3.0,16.0,88,111.0,6,3,395.0,20.5,81.0,439193.0,7388.0,100.0,6.0,6.0,12.0,18.0,15.0,6.0,3.0,2.0,3.0,-0.33989331,7,0.23301464,-0.62887996,12,0.11824653,99.59999847412108,99.994873046875,51.91910552978516,446300.0,18.33699989318848,5.657999992370605,12.84358024597168,-91959.0,127.952995300293,36304408.0,27.3013744354248,65.82450866699219,6.874118328094482,81.34529876708984,49.64306640625,1.043584108352661,37.00600051879883,62.99399948120117,1.906108140945435,5.633247375488281,20.50632858276367,0.00020350145910656359,0.012097511685082428
116,508,Mozambique,508,Mozambique,MOZ,QoGStdCSjan23,0,1,16,0,0,0.35640001,0.52380002,0.42219999,0.5176,0.1293,6,4,3,9,4,9,7,5,7,2,15,12,21,48,2,21,27,11.0,15.0,49,32.0,11,22,6.0,19.0,28,39.0,10,5.0,13.0,77,71.0,7,4,250.0,41.20000076293945,103.0,18642.0,166.0,97.44910430908205,6.0,0.0,13.0,0.0,16.0,7.0,3.0,0.0,2.0,-0.74924201,7,0.21829574,-0.54410958,12,0.12026154,29.6744499206543,72.38905334472656,87.46527099609375,786380.0,37.34500122070313,8.039999961853027,47.0079460144043,-17639.0,48.78016662597656,30285596.0,44.06418991088867,53.34321594238281,2.592593908309937,38.51267242431641,50.96088790893555,2.886566638946533,63.47200012207031,36.52799987792969,4.375921249389648,0.2667637765407562,41.20000076293945,5.4811534829956785e-06,0.0006155401399397919
117,512,Oman,512,Oman,OMN,QoGStdCSjan23,0,0,220,0,0,0.77490002,0.83329999,0.77509999,0.85290003,0.69669998,3,5,2,5,2,5,2,6,4,3,19,25,27,71,3,6,9,4.0,7.0,38,47.0,5,13,2.0,4.0,31,12.0,1,2.0,17.0,69,59.0,5,3,86.0,2.299999952316284,2.0,128867.0,1499.0,15.08458805084229,6.0,6.0,10.0,0.0,16.0,4.0,6.0,0.0,2.0,0.58753443,6,0.23851493,-1.1542742,7,0.13155672,100.0,100.0,36.46928024291992,309500.0,19.29800033569336,2.204999923706055,0.0080775441601872,-106864.0,138.2321166992188,4602768.0,24.08960151672363,73.27657318115234,2.633828163146973,14.87162494659424,36.45777893066406,0.0350068062543869,14.55700016021729,85.44300079345703,1.098660230636597,12.82384967803955,2.325581312179565,0.000325673594671728,0.027997717894971026
118,516,Namibia,516,Namibia,NAM,QoGStdCSjan23,1,0,1,1,1,0.5747,0.5,0.65579998,0.52350003,0.54470003,11,2,11,14,8,10,12,2,11,1,10,9,13,32,2,28,25,21.0,44.0,29,30.0,11,38,9.0,30.0,83,18.0,17,12.0,67.0,112,48.0,5,4,96.0,42.70000076293945,41.0,23941.0,205.0,100.0,7.0,7.0,14.0,18.0,17.0,7.0,3.0,2.0,2.0,0.5296495,6,0.23851493,0.51497275,12,0.12261695,55.17708969116211,74.5261001586914,67.2304916381836,823290.0,28.4330005645752,8.248000144958496,8.150116920471191,-8596.0,115.409309387207,2446644.0,36.22643280029297,59.79769515991211,3.975873947143555,2.971788883209229,51.71434783935547,1.688468217849731,48.95800018310547,51.04199981689453,3.687052726745605,5.720816135406494,42.70833206176758,8.37882421799003e-05,0.009785240517214602
120,524,Nepal,524,Nepal,NPL,QoGStdCSjan23,1,1,12,1,0,0.46990001,0.36899999,0.54049999,0.40000001,0.4691,7,4,10,10,5,8,10,3,6,2,15,16,21,52,2,14,13,17.0,14.0,26,28.0,7,27,7.0,25.0,82,90.0,7,10.0,11.0,108,118.0,0,8,275.0,32.70000076293945,90.0,260593.0,1856.0,76.3147964477539,5.0,4.0,10.0,0.0,13.0,5.0,3.0,0.0,4.0,-0.45380262,7,0.22046137,-0.15110494,11,0.12414697,89.9000015258789,94.1999969482422,58.18099975585938,143350.0,20.86800003051758,6.870999813079834,41.59072113037109,-70597.0,134.2096710205078,28832496.0,30.80903816223145,63.21871948242188,5.97224235534668,201.1335601806641,52.46957397460938,1.136351585388184,79.84700012207031,20.15299987792969,3.206964731216431,2.64285135269165,32.72727203369141,6.437181158370749e-05,0.009038169987086793
121,528,Netherlands (the),528,Netherlands,NLD,QoGStdCSjan23,1,0,123,1,0,0.9228,0.96429998,0.93489999,0.9059,0.92760003,12,1,12,16,12,16,16,1,15,1,4,2,5,11,1,39,32,40.0,34.0,84,107.0,28,33,37.0,35.0,38,11.0,11,3.0,27.0,122,118.0,0,5,150.0,31.29999923706055,47.0,816565.0,11525.0,99.77271270751952,6.0,5.0,12.0,19.0,16.0,6.0,4.0,1.0,3.0,0.84754962,8,0.22715022,1.4854039,10,0.12308559,100.0,100.0,54.00738143920898,33670.0,9.800000190734863,8.800000190734863,10.94653987884521,60266.0,125.3335952758789,17344874.0,15.74897956848145,64.93195343017578,19.31906700134277,515.1432495117188,50.33039855957031,0.6550715565681458,8.12399959564209,91.8759994506836,1.076084017753601,32.02163314819336,31.33333396911621,0.0006644614426141118,0.047078174220233596
123,554,New Zealand,554,New Zealand,NZL,QoGStdCSjan23,1,0,163,1,0,0.9339,0.98809999,0.95160002,0.92940003,0.92070001,12,1,12,16,12,15,16,1,14,1,7,4,8,19,1,22,20,43.0,27.0,46,49.0,9,20,17.0,35.0,65,108.0,13,26.0,24.0,111,157.0,0,5,120.0,40.79999923706055,49.0,2162.0,26.0,90.95270538330078,5.0,6.0,11.0,17.0,15.0,6.0,4.0,1.0,3.0,1.4113023,9,0.20948239,1.535238,11,0.1322594,100.0,100.0,52.85116195678711,263310.0,11.96000003814697,6.869999885559082,37.46731948852539,103392.0,121.2131271362305,4979200.0,19.30697631835938,65.42312622070312,15.26989936828613,18.91003036499023,50.56031036376953,1.591158866882324,13.38500022888184,86.61499786376953,1.680101156234741,19.49976539611816,40.83333206176758,5.22172236503856e-06,0.00043420629820051416
124,558,Nicaragua,558,Nicaragua,NIC,QoGStdCSjan23,0,1,4,0,0,0.51389998,0.52380002,0.61330003,0.54710001,0.38119999,2,5,3,7,3,8,4,6,4,3,17,14,24,55,2,10,18,13.0,46.0,25,19.0,7,28,11.0,58.0,30,9.0,3,2.0,22.0,55,28.0,2,2,92.0,44.59999847412109,41.0,4829.0,165.0,93.05432891845705,6.0,5.0,12.0,18.0,15.0,6.0,3.0,2.0,2.0,-1.0047938,7,0.23301464,-1.0982182,13,0.12242842,88.0583267211914,99.93611907958984,55.44887924194336,120340.0,21.30500030517578,4.625999927520752,29.1468334197998,-19733.0,86.86221313476562,6663924.0,30.71768188476563,64.329833984375,4.952487468719482,55.37580108642578,50.71472930908203,1.38548469543457,41.2400016784668,58.7599983215332,1.791356325149536,3.433142423629761,44.56521606445313,2.4760186340660546e-05,0.0007246481202366654
125,562,Niger (the),562,Niger,NER,QoGStdCSjan23,0,3,4,0,0,0.1661,0.2976,0.1304,0.29409999,0.073700003,6,4,6,10,6,6,8,4,6,2,17,16,19,52,2,5,14,8.0,35.0,11,10.0,0,0,4.0,40.0,24,13.0,5,4.0,31.0,35,23.0,6,4,171.0,17.0,29.0,3323.0,104.0,85.53875732421875,7.0,0.0,13.0,20.0,17.0,6.0,4.0,1.0,3.0,-1.4100866,6,0.23851493,-0.57837999,13,0.12251643,18.97457122802734,50.12732696533203,105.8575744628906,1266700.0,45.85900115966797,7.823999881744385,0.862177312374115,-15787.0,51.69473648071289,23443392.0,48.98635864257813,48.57727432250977,2.436368703842163,18.50745391845703,49.28310394287109,3.765444993972778,83.48300170898438,16.51700019836426,4.323992252349854,0.2474044561386108,16.95906448364258,4.436218103591836e-06,0.0001417456995984199
126,566,Nigeria,566,Nigeria,NGA,QoGStdCSjan23,1,2,5,1,0,0.44060001,0.48809999,0.45070001,0.5176,0.35339999,7,5,6,9,6,5,10,4,4,2,15,14,22,51,2,11,15,13.0,28.0,66,30.0,11,17,8.0,27.0,9,17.0,0,5.0,29.0,75,47.0,5,4,355.0,3.400000095367432,12.0,87607.0,1289.0,78.25904846191406,6.0,6.0,12.0,18.0,15.0,6.0,3.0,2.0,3.0,-1.9201833,7,0.23301464,-0.43437082,14,0.11776678,55.40000152587891,83.9000015258789,87.68050384521484,910770.0,37.8489990234375,12.98900032043457,23.92508506774902,-103989.0,90.79595184326172,203304496.0,43.70782089233398,53.28203964233398,3.010140419006348,223.22265625,49.49406051635742,2.448200702667236,48.84299850463867,51.15700149536133,4.05018949508667,0.0527061633765697,3.380281686782837,6.34024345433069e-06,0.0004309152120275786
127,578,Norway,578,Norway,NOR,QoGStdCSjan23,1,0,120,1,0,0.90640002,0.9048,0.93919998,0.87650001,0.9034,12,1,12,16,12,16,16,1,16,1,3,2,3,8,1,42,32,43.0,41.0,72,72.0,23,32,31.0,43.0,58,34.0,19,12.0,35.0,130,106.0,0,5,169.0,40.79999923706055,69.0,49567.0,436.0,81.60885620117188,6.0,6.0,13.0,19.0,16.0,7.0,3.0,1.0,3.0,1.1705648,8,0.22715022,1.6552221,10,0.13600521,100.0,100.0,53.45466232299805,365094.0,10.19999980926514,7.599999904632568,33.33990859985352,25564.0,107.9942016601563,5347896.0,17.43779754638672,65.16581726074219,17.39638328552246,14.64799785614014,49.59060668945313,0.6750613451004028,17.38400077819824,82.61599731445312,1.121488571166992,8.312955856323242,40.82840347290039,8.152738946307108e-05,0.009268504847513863
131,586,Pakistan,586,Pakistan (1971-),PAK,QoGStdCSjan23,0,3,3,0,0,0.4183,0.52380002,0.3818,0.62940001,0.2437,6,5,5,6,5,6,6,5,4,2,16,19,30,65,3,4,5,3.0,8.0,63,25.0,4,6,2.0,8.0,17,13.0,0,1.0,8.0,80,38.0,5,8,341.0,20.20000076293945,69.0,482178.0,10176.0,62.04143905639648,5.0,5.0,10.0,17.0,13.0,5.0,3.0,1.0,4.0,-2.265187,7,0.23301464,-0.86276931,11,0.1234497,74.12769317626953,99.95748901367188,71.50675201416016,770880.0,28.27599906921387,6.764999866485596,4.886934280395508,-1177218.0,74.07560729980469,223293280.0,37.57769775390625,58.30674362182617,4.115559577941895,289.6602172851563,49.38717269897461,1.607981324195862,63.09299850463867,36.90700149536133,2.263115644454956,1.244211673736572,20.23460388183594,4.5572352199761675e-05,0.0021593932428239666
132,591,Panama,591,Panama,PAN,QoGStdCSjan23,1,1,29,1,0,0.67150003,0.58329999,0.7421,0.62349999,0.64880002,11,2,12,15,9,12,15,1,10,1,9,17,15,41,2,9,14,17.0,25.0,39,53.0,6,15,14.0,26.0,26,14.0,3,3.0,21.0,65,67.0,2,2,71.0,21.10000038146973,15.0,246790.0,4022.0,92.66622161865234,6.0,4.0,12.0,18.0,15.0,6.0,3.0,2.0,3.0,0.30361992,7,0.23301464,0.60034525,11,0.12454337,95.81632995605467,99.56671142578124,54.12928771972656,74180.0,18.22800064086914,5.119999885559082,56.95942306518555,10623.0,137.6404724121094,4232532.0,26.97541236877441,64.88060760498047,8.143978118896484,57.05759048461914,49.94717025756836,1.60228967666626,31.94099998474121,68.05899810791016,2.117860555648804,15.33729648590088,21.12676048278809,0.0009502586158828806,0.05830788757178918
133,598,Papua New Guinea,598,Papua New Guinea,PNG,QoGStdCSjan23,1,0,45,1,0,0.2827,0.21430001,0.50129998,0.2235,0.1233,10,3,7,14,3,8,13,4,7,2,9,7,13,29,1,7,17,4.0,15.0,15,12.0,3,20,2.0,17.0,27,15.0,4,2.0,13.0,42,27.0,10,9,111.0,0.0,0.0,780.0,9.0,17.87301254272461,7.0,0.0,13.0,19.0,17.0,6.0,4.0,1.0,2.0,-0.69737101,6,0.22282338,0.093350179,9,0.12908204,59.6629753112793,82.76648712158203,61.86055755615234,452860.0,26.3700008392334,6.467999935150146,79.25029754638672,22977.0,47.5243034362793,9542486.0,35.25251388549805,61.78157043457031,2.965914964675903,21.07160186767578,48.26543045043945,2.260187864303589,86.75,13.25,2.873345613479614,1.739588618278503,0.0,9.431504536658477e-07,8.173970598437346e-05
134,600,Paraguay,600,Paraguay,PRY,QoGStdCSjan23,1,0,17,1,0,0.6487,0.75,0.69679999,0.70590001,0.54350001,8,3,10,12,6,10,12,3,7,2,19,16,24,59,2,13,22,13.0,17.0,22,31.0,2,9,7.0,23.0,37,45.0,11,6.0,13.0,59,76.0,2,2,80.0,15.0,12.0,107932.0,2262.0,82.89191436767578,6.0,5.0,12.0,0.0,15.0,6.0,3.0,0.0,3.0,-0.010348521,6,0.23851493,0.053745765,12,0.12779129,99.6999969482422,99.90000152587892,54.95881652832031,397300.0,21.2810001373291,5.636000156402588,41.23231887817383,-16270.0,118.8639678955078,6530026.0,29.42460441589355,64.53326416015625,6.042127132415771,16.43600845336914,49.76384353637695,1.336574792861938,38.12099838256836,61.87900161743164,1.812821745872498,4.175419807434082,15.0,0.0003463998458811649,0.016528571249180325
135,604,Peru,604,Peru,PER,QoGStdCSjan23,1,3,19,1,0,0.70829999,0.76190001,0.79400003,0.7529,0.57800001,8,3,11,15,6,11,13,2,8,1,12,14,19,45,2,25,25,12.0,17.0,59,58.0,15,25,8.0,14.0,42,11.0,10,4.0,36.0,101,69.0,2,2,130.0,30.0,39.0,1015137.0,93070.0,85.56271362304688,6.0,3.0,12.0,0.0,15.0,6.0,3.0,0.0,2.0,-0.15236498,8,0.22715022,0.26625863,14,0.12231406,95.55136108398438,99.08572387695312,54.32302474975586,1280000.0,18.04199981689453,6.00600004196167,56.64312362670898,136558.0,121.3854751586914,32824860.0,27.0391902923584,64.79914855957031,8.161664962768555,25.64442253112793,50.43944931030273,1.909725666046143,21.90099906921387,78.0989990234375,2.155868053436279,7.974681377410889,30.0,0.0028353510113980685,0.03092585924205008
136,608,Philippines (the),608,Philippines,PHL,QoGStdCSjan23,1,1,34,1,0,0.68919998,0.75,0.75440001,0.72939998,0.58380002,7,4,9,14,6,10,10,3,3,2,10,14,20,44,2,14,18,28.0,37.0,51,55.0,10,20,19.0,35.0,28,20.0,4,9.0,45.0,79,75.0,4,7,304.0,28.0,85.0,474064.0,9244.0,87.49176788330078,6.0,5.0,12.0,18.0,16.0,6.0,4.0,2.0,2.0,-0.91511244,8,0.22715022,0.0065144347,12,0.12333244,95.64508056640624,97.82524871826172,57.0989875793457,298170.0,22.25399971008301,5.609000205993652,23.99201774597168,-24066.0,151.5865325927734,110380800.0,31.27333068847656,63.65413284301758,5.072536468505859,370.1941833496094,49.25645446777344,1.655183672904968,52.85100173950195,47.14899826049805,2.169771194458008,3.855568885803223,27.96052551269531,8.374644865773758e-05,0.004294804893604685
137,616,Poland,616,Poland,POL,QoGStdCSjan23,1,1,31,1,0,0.8531,0.96429998,0.90009999,0.85879999,0.80049998,10,2,11,14,8,14,16,2,11,1,9,11,14,34,2,26,20,19.0,23.0,90,79.0,16,18,19.0,24.0,40,5.0,10,0.0,0.0,130,84.0,0,1,460.0,28.70000076293945,132.0,1294878.0,28554.0,100.0,7.0,6.0,13.0,19.0,16.0,6.0,3.0,2.0,3.0,0.56365353,8,0.22715022,0.67315161,12,0.11335938,100.0,100.0,49.53356170654297,306110.0,9.899999618530272,10.80000019073486,30.93985748291016,-2974.0,125.7168502807617,37965476.0,15.29257011413574,66.87461853027344,17.83281135559082,124.0255966186523,51.61315155029297,-0.0244271066039801,39.9630012512207,60.0369987487793,-0.0593988560140133,15.70379447937012,28.69565200805664,0.0007521043592341632,0.03410672369813038
138,620,Portugal,620,Portugal,PRT,QoGStdCSjan23,1,1,44,1,0,0.82550001,0.82139999,0.84630001,0.83530003,0.79479998,12,1,12,16,11,15,16,1,14,1,6,4,7,17,1,37,29,19.0,23.0,82,68.0,26,32,15.0,22.0,44,14.0,11,4.0,29.0,126,82.0,0,5,230.0,38.70000076293945,89.0,413678.0,6906.0,100.0,6.0,6.0,12.0,18.0,15.0,6.0,3.0,1.0,3.0,1.0662305,8,0.22715022,1.1964251,11,0.12199154,100.0,100.0,55.3980712890625,91605.6015625,8.399999618530273,10.89999961853027,36.15499496459961,43656.0,115.7418899536133,10286263.0,13.62766265869141,64.35086059570312,22.02147674560547,112.2885818481445,52.79148483276367,0.0237334948033094,34.23600006103516,65.76399993896484,0.8681769371032715,49.44620895385742,38.69565200805664,0.0006713808503632466,0.04021654900326776
139,624,Guinea-Bissau,624,Guinea-Bissau,GNB,QoGStdCSjan23,0,1,22,0,0,0.2316,0.083300002,0.42649999,0.0647,0.20370001,8,4,7,11,2,5,8,5,5,2,18,17,24,59,2,8,21,0.0,0.0,7,6.0,0,0,0.0,0.0,31,5.0,8,0.0,0.0,38,11.0,7,4,102.0,13.69999980926514,14.0,2452.0,45.0,90.88407135009766,6.0,6.0,12.0,18.0,15.0,6.0,3.0,2.0,3.0,-0.55801111,4,0.27416778,-0.48110652,9,0.1272752,30.96155738830566,52.32109069824219,79.10128784179688,28120.0,32.09299850463867,8.206000328063965,70.7130126953125,-1395.0,80.71131896972656,1970457.0,41.39677810668945,55.83434677124023,2.768876075744629,70.07315063476562,50.68428421020508,2.33629035949707,56.22299957275391,43.77700042724609,3.293474197387695,0.0,13.72549057006836,2.283734179431472e-05,0.0012443813795479932
141,634,Qatar,634,Qatar,QAT,QoGStdCSjan23,0,0,49,0,0,0.7173,0.6548,0.66979998,0.65880001,0.8233,2,5,2,7,3,4,2,6,5,3,22,21,27,70,3,9,11,1.0,1.0,63,55.0,7,11,1.0,2.0,17,12.0,2,0.0,0.0,80,67.0,5,3,41.0,9.800000190734863,4.0,143834.0,245.0,63.42629623413086,6.0,6.0,12.0,18.0,15.0,6.0,3.0,1.0,3.0,0.70010418,7,0.23223656,-1.30786,9,0.13008578,100.0,100.0,18.71044731140137,11490.0,10.74300003051758,0.99099999666214,0.0,15493.0,139.5526580810547,2807235.0,14.58946228027344,84.23860168457031,1.17193603515625,244.3198394775391,26.76295280456543,1.453317284584045,0.8119999766349792,99.18800354003906,1.506747961044312,16.43214797973633,9.756097793579102,8.727448895443382e-05,0.051236893241926665
142,642,Romania,642,Romania,ROU,QoGStdCSjan23,1,0,29,1,0,0.76050001,0.80949998,0.79949999,0.72350001,0.7586,11,2,12,13,9,12,14,2,12,1,13,9,16,38,2,16,18,48.0,32.0,64,76.0,10,16,18.0,24.0,27,72.0,6,30.0,42.0,91,148.0,0,1,329.0,21.89999961853027,72.0,632263.0,15767.0,96.32021331787108,6.0,7.0,11.0,19.0,15.0,5.0,4.0,3.0,4.0,0.56170219,8,0.22715022,0.51631111,13,0.11135699,100.0,100.0,52.28761672973633,230080.0,10.30000019073486,13.39999961853027,30.11582946777344,-25453.0,116.1173706054688,19371648.0,16.0020751953125,65.66522216796875,18.33270263671875,84.19527435302734,51.59399795532227,-0.5268148183822632,45.91600036621094,54.08399963378906,-0.3676742911338806,17.31184005737305,21.88449859619141,0.0008139214588247732,0.03263857571642846
